name;short_name;county_id
"LICEUL TEORETIC ""NICOLAE IORGA"", MUN. BÂRLAD";LIT N.IORGA BÂRLAD;VASLUI
"LICEUL TEORETIC ""NICOLAE IORGA"" ORAŞ NEHOIU";LIC TEO NEHOIU;BUZĂU
"LICEUL TEORETIC ""NICOLAE JIGA"" TINCA";"LICEUL TEORETIC ""NICOLAE JIGA"" TINCA";BIHOR
"LICEUL TEORETIC ""NICOLAE TITULESCU"" SLATINA";"LICEUL TEO ""N.TITULESCU""SLATINA";OLT
"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA";LIC.TEOR.NIKOLAUS LENAU TIMISOARA;TIMIŞ
LICEUL TEORETIC NOVACI;LIC.TEORETIC NOVACI;GORJ
LICEUL TEORETIC NR. 1 PERIŞ;LICEUL TEORETIC NR. 1 PERIS;ILFOV
LICEUL TEORETIC NR.1 BRATCA;LIT NR.1 BRATCA;BIHOR
"LICEUL TEORETIC ""OCTAVIAN GOGA"" HUEDIN";"LICEUL TEORETIC ""OCTAVIAN GOGA"" HUEDIN";CLUJ
"LICEUL TEORETIC ""O.C.TĂSLĂUANU"" TOPLIŢA";"LIT ""O.C.TASLAUANU"" TOPLITA";HARGHITA
LICEUL TEORETIC OLTENI;LTE OLTENI;TELEORMAN
"LICEUL TEORETIC ""ONISIFOR GHIBU"" CLUJ-NAPOCA";"LICEUL TEORETIC ""ONISIFOR GHIBU"" CLUJ-NAPOCA";CLUJ
"LICEUL TEORETIC ""ONISIFOR GHIBU"" SIBIU";"LIC TEOR ""ONISIFOR GHIBU"" SIBIU";SIBIU
LICEUL TEORETIC ORAŞ POGOANELE;LIC.POGOANELE;BUZĂU
LICEUL TEORETIC, ORAȘUL AZUGA;LICEUL TEORETIC AZUGA;PRAHOVA
"LICEUL TEORETIC ""ORBÁN BALÁZS"" CRISTURU SECUIESC";"LIT ""ORBAN BALAZS"" CRISTUR";HARGHITA
LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA;LIC TEORETIC ’OVIDIUS’ CȚA;CONSTANŢA
"LICEUL TEORETIC ""PANAIT CERNA""";"LICEUL TEORETIC ""PANAIT CERNA""";BRĂILA
"LICEUL TEORETIC ""PAUL GEORGESCU"" ŢĂNDĂREI";"LICEUL TEO.""PAUL GEORGESCU"" ŢĂNDĂREI";IALOMIŢA
"LICEUL TEORETIC ""PAVEL DAN"" CÂMPIA TURZII";"LICEUL TEORETIC ""PAVEL DAN"" CÂMPIA TURZII";CLUJ
LICEUL TEORETIC PÂNCOTA;LICEUL TEORETIC PÂNCOTA;ARAD
LICEUL TEORETIC PECIU NOU;LIC.TEOR. PECIU NOU;TIMIŞ
LICEUL TEORETIC PERIAM;LIC.TEOR.PERIAM;TIMIŞ
"LICEUL TEORETIC ""PETOFI SANDOR"" SĂCUENI";"LICEUL TEORETIC ""PETOFI SANDOR"" SĂCUENI";BIHOR
"LICEUL TEORETIC ""PETRE PANDREA"" BALȘ";"LICEUL TEOR.""P.PANDREA"" BALS";OLT
LICEUL TEORETIC ”PETRU CERCEL” TÂRGOVIȘTE;LICEUL TEORETIC ”PETRU CERCEL” TÂRGOVIȘTE;DÂMBOVIŢA
"LICEUL TEORETIC ""PETRU MAIOR"" GHERLA";"LICEUL TEORETIC ""PETRU MAIOR"" GHERLA";CLUJ
"LICEUL TEORETIC ""PETRU MAIOR"" OCNA MURES";"LIT ""P. MAIOR"" OCNA MURES";ALBA
"LICEUL TEORETIC ""PETRU RARES"" TARGU LAPUS";LT P RARES TG LAPUS;MARAMUREŞ
"Liceul Teoretic ""Phoenix""";"Liceul Teoretic ""Phoenix""";MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC PIATRA;LTE PIATRA;TELEORMAN
LICEUL TEORETIC ’PONTUS EUXINUS’ LUMINA;LIC TEORETIC ’PONTUS EUXINUS’ LUMINA;CONSTANŢA
"LICEUL TEORETIC ""RADU PETRESCU"" PRUNDU BÂRGĂULUI";"LIC TEO ""R.PETRESCU"" PRUNDU BÂRG.";BISTRIŢA-NĂSĂUD
"LICEUL TEORETIC ""RADU POPESCU"" POPEȘTI LEORDENI";LICEUL TEORETIC ”RADU POPESCU” POPESTI LEORDENI;ILFOV
"LICEUL TEORETIC ""RADU VLĂDESCU"" ORAŞ PĂTÂRLAGELE";"LIC. ""R. VLĂDESCU "" PĂTÂRLAGELE";BUZĂU
LICEUL TEORETIC RECAȘ;LIC.TEOR. RECAȘ;TIMIŞ
"LICEUL TEORETIC ""SALAMON ERNŐ"" GHEORGHENI";"LIT ""SALAMON ERNO"" GHEORGHENI";HARGHITA
"LICEUL TEORETIC ""SAMUIL MICU"" SĂRMAȘU";"LIC. TEOR. ""S. MICU"" SĂRMAŞU";MUREŞ
LICEUL TEORETIC SANITAR BISTRIȚA;LIC TEO SANIT BISTRITA;BISTRIŢA-NĂSĂUD
Liceul Teoretic Scoala Europeana Bucuresti;Liceul Teoretic Scoala Europeana Bucuresti;MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""SCOALA MEA""";"LICEUL TEORETIC ""SCOALA MEA""";MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC SEBIŞ;LICEUL TEORETIC SEBIŞ;ARAD
"LICEUL TEORETIC ""SFANTA MARIA"", LOCALITATEA GALATI";"LIC.TEO.""SF.MARIA"" GL";GALAŢI
"LICEUL TEORETIC ""SFANTUL IOSIF"" ALBA IULIA";"LIC. TEO. ""SF. IOSIF"" ALBA IULIA";ALBA
"LICEUL TEORETIC ""SFÂNTU NICOLAE"" GHEORGHENI";"LIT ""SFANTU NICOLAE"" GHEORGHENI";HARGHITA
"LICEUL TEORETIC ""SFINȚII KIRIL ȘI METODII"" DUDEȘTII VECHI";LIC.TEOR. DUDESTII VECHI;TIMIŞ
"Liceul Teoretic „Sfinții Trei Ierarhi""";"Liceul „Sfinții Trei Ierarhi""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""SILVIU DRAGOMIR"" ILIA";"LICEUL TEORETIC ""SILVIU DRAGOMIR"" ILIA";HUNEDOARA
LICEUL TEORETIC SOCRATES TIMIȘOARA;LIC.TEOR. SOCRATES TIMISOARA;TIMIŞ
"LICEUL TEORETIC ""SOLOMON HALIȚĂ"" SÂNGEORZ-BĂI";"LIC TEO ""S.HAILȚĂ"" SÂNGEORZ-BĂI";BISTRIŢA-NĂSĂUD
LICEUL TEORETIC SPECIAL IRIS TIMIȘOARA;LIC. TEOR. SPEC. IRIS TIMISOARA;TIMIŞ
"LICEUL TEORETIC ""SPIRU HARET"" MOINEŞTI";"LICEUL ""S.HARET"" MOINEŞTI";BACĂU
"LICEUL TEORETIC ""STEPHAN LUDWIG ROTH"" MEDIAŞ";"LIC TEOR ""ST.L.ROTH"" MEDIAȘ";SIBIU
"LICEUL TEORETIC ""ȘERBAN CIOCULESCU""";LIC TEO.SERBAN CIOCULESCU;MEHEDINŢI
"LICEUL TEORETIC ""ȘERBAN VODĂ"", ORAȘUL SLĂNIC";"LICEUL TEORETIC ""SERBAN VODA"" SLANIC";PRAHOVA
"LICEUL TEORETIC ""ŞTEFAN CEL MARE"" MUNICIPIUL RÂMNICU SĂRAT";LIC.ŞTEFAN;BUZĂU
"Liceul Teoretic ""Ștefan Odobleja""";"Lic. Teo. ""Ștefan Odobleja""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""TAMÁSI ÁRON"" ODORHEIU SECUIESC";"LIT ""TAMASI ARON"" ODORHEI";HARGHITA
"LICEUL TEORETIC ""TATA OANCEA"" BOCŞA";"LIC TEORETIC ""TATA OANCEA"" BOCŞA";CARAŞ-SEVERIN
"LICEUL TEORETIC ""TEGLAS GABOR"" DEVA";"LICEUL TEORETIC ""TEGLAS GABOR"" DEVA";HUNEDOARA
LICEUL TEORETIC TEIUS;LICEUL TEORETIC TEIUS;ALBA
Liceul Teoretic ”Traian”;Lic.Teor. ”Traian”;MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC ’TRAIAN’ CONSTANŢA;LIC TEORETIC ’TRAIAN’ CȚA;CONSTANŢA
"LICEUL TEORETIC ""TRAIAN LALESCU""";"LIC.TEORETIC ""TR.LALESCU""";MEHEDINŢI
"LICEUL TEORETIC ""TRAIAN LALESCU“ BRĂNEȘTI";LICEUL TEORETIC “TRAIAN LALESCU“ BRANESTI;ILFOV
"LICEUL TEORETIC ""TRAIAN LALESCU"" HUNEDOARA";"LICEUL TEORETIC ""T. LALESCU"" HUNEDOARA";HUNEDOARA
"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET";LIC.TEOR. ’TRAIAN VUIA’ FAGET;TIMIŞ
LICEUL TEORETIC „TRAIAN VUIA“ REŞIŢA;LIC TEORETIC „TRAIAN VUIA“ REŞIŢA;CARAŞ-SEVERIN
"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA";LICEUL TUDOR ARGHEZI CRAIOVA;DOLJ
LICEUL TEORETIC ”TUDOR VIANU” GIURGIU;"LIC.TEORETIC ""TUDOR VIANU""";GIURGIU
"Liceul Teoretic ""Tudor Vladimirescu""";"Lic. Teor. ""Tudor Vladimirescu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""TUDOR VLADIMIRESCU"" DRĂGĂNEȘTI-OLT";"LIC.T.""T.VLADIMIRESCU""DRAGANESTI";OLT
LICEUL TEORETIC „VARLAAM MITROPOLITUL”, IAȘI;LIC VARLAAM IASI;IAŞI
"LICEUL TEORETIC ""VASILE ALECSANDRI"", COMUNA SĂBĂOANI";"L TEORETIC ""VASILE ALECSANDRI"", SĂBĂOANI";NEAMŢ
"LICEUL TEORETIC ""VASILE ALECSANDRI"", IAŞI";"LIC ""V.ALECSANDRI"" IASI";IAŞI
"LICEUL TEORETIC ""VICTOR BABEȘ"" CLUJ-NAPOCA";"LICEUL TEORETIC ""VICTOR BABEȘ"" CLUJ-NAPOCA";CLUJ
"Liceul Teoretic ""Victoria""";"Liceul ""Victoria""";MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC VIDELE;LTE VIDELE;TELEORMAN
LICEUL TEORETIC VIRGIL IERUNCA, COM. LADESTI;LIC TEO LADESTI;VÂLCEA
"LICEUL TEORETIC ""VLAD ȚEPEȘ"" TIMIȘOARA";LIC.TEOR. V.TEPES TIMISOARA;TIMIŞ
Liceul Teoretic Waldorf;Lic.Teor. Waldorf;MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC WALDORF, IAŞI;LIC WALDORF IASI;IAŞI
"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA";LIC.TEOR.’W.SHAKESPEARE’ TIMISOARA;TIMIŞ
Liceul Teoretic 'Zajzoni Rab Istvan' Săcele;Liceul Teoretic 'Zajzoni Rab Istvan' Săcele;BRAŞOV
LICEUL TEORETIC ZIMNICEA;LTE ZIMNICEA;TELEORMAN
"LICEUL ""TIMOTEI CIPARIU"" DUMBRĂVENI";"LIC ""T.CIPARIU"" DUMBRĂVENI";SIBIU
"LICEUL ""TRAIAN VUIA"" CRAIOVA";LICEUL TRAIAN VUIA CRAIOVA;DOLJ
LICEUL ”UDRIȘTE NĂSTUREL” HOTARELE;"LIC.""UDRIȘTE NĂSTUREL"" HOTARELE";GIURGIU
"LICEUL UNITARIAN ""JANOS ZSIGMOND"" CLUJ-NAPOCA";"LICEUL UNITARIAN ""JANOS ZSIGMOND"" CLUJ-NAPOCA";CLUJ
"LICEUL ""VASILE CONTA"", ORAȘ TÂRGU NEAMȚ";LTVC, TÂRGU NEAMȚ;NEAMŢ
LICEUL VOCAȚIONAL DE ARTĂ TÎRGU MUREȘ;LIC. VOC. DE ARTĂ TG. MUREȘ;MUREŞ
Liceul Vocațional de Arte Plastice 'Hans Mattis-Teutsch' Brașov;Liceul de Arte Plastice Brașov;BRAŞOV
Liceul Vocațional de Muzică 'Tudor Ciortea' Brașov;Liceul de Muzică Brașov;BRAŞOV
"LICEUL VOCAȚIONAL PEDAGOGIC ""NICOLAE BOLCAȘ"" BEIUȘ";"LICEUL VOCAȚIONAL PEDAGOGIC ""NICOLAE BOLCAȘ"" BEIUȘ";BIHOR
LICEUL VOCAȚIONAL REFORMAT TÎRGU MUREȘ;LIC. VOC. REFORMAT TG. MUREŞ;MUREŞ
LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE;LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE;DÂMBOVIŢA
"LICEUL ""VOLTAIRE"" CRAIOVA";LICEUL VOLTAIRE;DOLJ
LICEUL WALDORF CLUJ-NAPOCA;LICEUL WALDORF CLUJ-NAPOCA;CLUJ
LICEUL WALDORF TIMIȘOARA;LIC. WALDORF TIMISOARA;TIMIŞ
"LICEUL""STEFAN D. LUCHIAN’’ STEFANESTI";"LICEUL""STEFAN D. LUCHIAN’’ STEFANESTI";BOTOŞANI
